"Title","Text"
"South Korea Warns of Possible North Terrorism (Reuters)","Reuters - North Korea is threatening to use\terrorism against the South, Seoul's intelligence agency said\in a rare public advisory on Monday, and warned South Korean\citizens in China and Southeast Asia to be on their guard."
"Lufthansa to levy 'temporary' fuel surcharge (AFP)","AFP - German carrier Lufthansa said it would levy a temporary fuel surcharge on tickets from August 24, in response to the rise in the price of oil."
"Google drops target price, extends auction to Wednesday","Google Inc. lowered the target price per share for its initial public offering (IPO) on Wednesday, and asked the U.S. Securities and Exchange Commission (SEC) to give buyers additional time to reconsider their bids, according to a notice on the company's IPO Web site."
"TV project aims to kick-start 3G","High-quality, affordable TV on mobiles could be just what 3G operators are looking for, say researchers."
"Greek baseball team, made in the USA","Success at the Games could boost the popularity of a sport unfamiliar to Greeks."
"Five Palestinians dead in Israeli attempt to kill Hamas activist","Israel #39;s air force launched an attack on a Gaza City building early Wednesday, killing at least five people, according to witnesses and officials on both sides. Seven people were also wounded, four critically. "
"Asian Shares Mixed as Oil Steady Near  #36;47 (Reuters)","Reuters - High oil prices kept Asian stock\markets in check on Wednesday as investors fretted over the\impact of energy costs on corporate earnings, but an upbeat\outlook from Applied Materials lifted some tech issues."
"Vaughan banks on attack","ENGLAND captain Michael Vaughan said today that he expects an evenly matched series with South Africa but suggests his bowlers hold the key."
"XBox, EA to Stage Interactive World Cup","Microsoft Corp.'s XBox video game system will team up with software maker Electronic Arts Inc. to stage an online Interactive World Cup tournament later this year, the companies announced Thursday."
"Hudson Handcuffs O's","Jermaine Dye began the fireworks in the sixth with a two-run home run and Tim Hudson baffled the Orioles as Oakland rolled, 11-0, Tuesday."
"Last Call for Investors to Bid on Google (Reuters)","Reuters - Time is running out for prospective\investors to submit their offers to buy shares of Google Inc,\the Web's No. 1 search company."
"Taco Bell's Blue Dew","Pepsi pushes a blue version of Mountain Dew only at Taco Bell. Is this a winning strategy?"
"Teixeira Bats for Cycle","Rangers first baseman Mark Teixeira hit for the cycle and drove in a career-high seven runs in a 16-4 rout of the Cleveland Indians on Tuesday night."
"For Hall, a splash and dash to another gold","ATHENS -- The defending champ took the blocks as if he were Apollo Creed last night, dressed in a star-spangled robe and trunks and brandishing his clasped hands like a prizefighter. And then Gary Hall Jr. went out and knocked the rest of the swimming world on its backside again, winning the 50-meter freestyle by a hundredth of a second ..."
"Just Keep It Peaceful, Protesters; New York Is Offering Discounts","In a bid to keep protesters from disrupting the Republican National Convention, the Bloomberg administration is offering ""peaceful political activists"" discounts."
"FBI Tracks Potential GOP Protesters (AP)","AP - With the Republican National Convention less than two weeks away, federal agents and city police are keeping tabs on activists and others they believe might try to cause trouble. They are making unannounced visits to people's homes, conducting interviews and monitoring Web sites and meetings."
"Australian City Agency Switches to Sun's StarOffice (Ziff Davis)","Ziff Davis - In another blow to Microsoft, a government agency in New South Wales, Australia, signs a deal with Sun to migrate 1,500 users to the company's StarOffice productivity suite and Messaging products."
"Top players need more rest, says Eriksson","WASHINGTON, Aug. 17 (Xinhuanet) -- England coach Sven-Goran Eriksson has urged the international soccer authorities to preserve the health of the world superstar footballers for major tournaments, who expressed his will in Slaley of England on Tuesday ..."
"Google: Now Playboy's Latest Bunny (washingtonpost.com)","washingtonpost.com - Investors in the company that's trying to come off as cute as a bunny could find themselves holding a fistful of vipers if the founders of Google Inc. continue to chart their erratic course."
"Packers-Seahawks scoring summary","FIRST QUARTER: K Ryan Longwell 47-yard field goal at 9:03. Key plays: QB Brett Favre opened the drive with a 7-yard pass to WR Donald Driver to GB 39. RB Ahman Green 3-yard run, plus 5-yard facemask penalty on Seattle moved ball to GB 47. Favre 11-yard ..."
"Cleric Who Died in Pakistan Custody 'Tortured'"," ISLAMABAD (Reuters) - An Afghan Islamic cleric who died in  custody in Pakistan on Wednesday had signs of torture on his  body, an intelligence official said."
"Braves Edge Dodgers 6-5","LOS ANGELES - Johnny Estrada homered, drove in three runs and started Atlanta's go-ahead rally in the ninth inning, and the Braves beat Eric Gagne and the Los Angeles Dodgers 6-5 Thursday night.    In a matchup of division leaders, the Dodgers had scored twice in the eighth to tie it 5-5..."
"Truckers defy Kathmandu blockade","More lorry drivers are defying the indefinite Maoist blockade of Nepal #39;s capital, Kathmandu, which is entering its fourth day. "
"Daimler Nets \$900 Mln Via Hyundai Sale"," LONDON/FRANKFURT (Reuters) - DaimlerChrysler said it raised  more than \$900 million by selling its 10.5 percent stake in  Hyundai Motor Co. Ltd. on Monday, a remnant of its dented  ambitions to build a global carmaking empire."
"China Begins Countdown for Next Manned Space Flight","By ELAINE KURTENBACH    SHANGHAI, China (AP) -- Chinese astronauts are in the final stages of preparing for a manned space mission that will orbit the globe 14 times before returning to Earth, a state-run newspaper reported Thursday.    The launch, expected sometime this month, will initially send a manned craft, the Shenzhou 5, into an oval orbit that at its closest will be 125 miles from Earth, the Liberation Daily reported, citing ""relevant channels.""    After circling the earth several times, the ship will enter an orbit at about 220 miles from earth, the report said..."
"Amazon.com Experiences Sporadic Outage","Some customers had trouble reaching Amazon.com's Web site on Monday in what analysts described as probable technical difficulties for the world's largest online retailer during the crucial holiday selling season."
"Ex-Spymasters Want Power for Intel Czar (AP)","AP - Three former spymasters told senators Monday that creating a new national intelligence director would be worthless without giving that person authority over the budgets of the nation's spy agencies."
"Natural Gas Seems Headed the Way of Oil: More Demand, Less Supply, Higher Cost","At a time when the nation is chafing at its dependence on foreign oil, it is becoming clear that the United States may be headed for the same situation with natural gas."
"GB boss defends swimmers","Britain's swimming coach Bill Sweetenham defends his team's record in Athens."
"VoIP gaining ground, despite cost concerns","The voice-over-IP market is growing, and by next year, 50 of all lines installed in the U.S. are expected to rely on VoIP technology -- despite continuing concerns that installations can be costly."
"Real gets flamed over iPod campaign","Petition calling on Apple to open its music player to rival tunes becomes target of anti-RealNetworks brickbats."
"Carlyle Looks Toward Commercial Aerospace (Reuters)","Reuters - Private investment firm Carlyle Group,\which has a reputation for making well-timed and occasionally\controversial plays in the defense industry, has quietly placed\its bets on another part of the market."
"Study: Broadband leaps past dial-up","For the first time ever, more Americans are seeking faster connections to access the Internet."
"Cyclists find fast track as competition begins","ATHENS, Greece -- Erin Mirabella of the United States predicted a fast track for the opening day of track cycling competition at the Olympic Velodrome on Friday. "
