"Tag","Title","Text"
3,"World oil prices rise modestly; to decline further","NEW YORK, November 12 (newratings.com) - Crude oil prices were volatile this morning, briefly rising on concerns regarding potential crude export disruptions in Nigeria due to a nationwide strike."
3,"Ford Settles Investors #39; Suit Over IPO Of Goldman","The Ford Motor Company agreed yesterday to settle a lawsuit that accused its chief executive of improperly accepting shares of the initial public offering of the Goldman Sachs Group, which agreed to pay \$13."
1,"IAEA Outlook on Iran Brightens","Description: The International Atomic Energy Agency has issued a somewhat more positive report about Iran #39;s nuclear program, in the wake of a weekend agreement between Tehran and three EU nations whereby Iran will suspend uranium enrichment."
3,"Wall Street Covers Its Fannie Mae","When Wall Street #39;s biggest firms settled with regulators in April 2003 over charges of fraudulent stock research, the industry promised a new era of independence."
4,"Bulgaria Discovery Sheds Light on Ancient Thracians (Reuters)","Reuters - Archaeologists have unearthed\a treasure of gold and silver in a Thracian tomb in Bulgaria,\calling it a unique find from classical antiquity."
4,"Samsung SDI develops world's first '3D' mobile display (AFP)","AFP - South Korea's Samsung SDI Co., the world's leading display maker, said that it has developed the first all-angle three-dimensional (3D) display panels for mobile phones."
4,"New Microsoft Search Engine Rivals Google","Microsoft, Yahoo and AskJeeves have adopted the  quot;link analysis quot; algorithmic approach that gave Google a vast lead among search engines."
4,"Titan: A Good Mystery (SPACE.com)","SPACE.com - When was the last time you read a good mystery novel, or munched popcorn while watching a mystery flick at your local theater? Odds are, either of these entertainments set you back at least  #36;10 and lasted a few hours. For a lesser price, we're all participating in cracking a real mystery #x2014;what's beneath the clouds that cover Saturn's moon, Titan?"
4,"Nasa jet set for speed record bid","An  quot;air-breathing quot; test plane will attempt to break a world speed record for the second time in a year by flying at nearly 10 times the speed of sound."
4,"AOL Building a Browser","AOL Building a Browser\\Firefox seems to have reignited the browser war. First, Google made headlines when it got hold of the domain name GBrowser.com pointing towards a possible browser release from them. Now, reports are out on a possible standalone browser from the AOL stable to be simply called AOL ..."
1,"Kerry Tells Donors He's Ready to Fight (AP)","AP - Democrat John Kerry reminded his hometown supporters at a  #36;3 million fund-raiser Saturday night that he's come from behind to win elections before."
4,"Yahoo Joins Trend to Personalize Searches (AP)","AP - Following a recent industry trend, Internet giant Yahoo Inc. is adding new search engine tools that will enable users to create personal folders and share their favorite links with others."
4,"Science Geek Gifts for All","Banish underwear from your gift-giving list this year! Your smarty-pants friends and relatives aren't as hard to buy for as you might think. The web is full of brain-gratifying gift ideas. By Kristen Philipkoski."
1,"Ivory Coast Peace Push May Be Last Chance-UN Envoy","Mediation efforts by South African President Thabo Mbeki may be the last chance to stop Ivory Coast falling into a deeper crisis, the outgoing head of the UN mission in the West African country said Tuesday."
2,"Browns (1-0) at Cowboys (0-1)","Last meeting  It #39;s the first meeting since the Browns rejoined NFL as expansion team in 1999. Players to watch  Jeff Garcia showed he still knows how to win, engineering an upset of the Ravens last week."
3,"Halliburton Says Settlement on Track","Petroleum and energy services giant Halliburton Co. on Friday said that a district court judge has signed an order that will allow its settlement of asbestos lawsuits to take effect by the end of this month."
4,"""King Tut"" Treasure to Return to U.S. in 2005","After 26 years, treasures of Pharaoh Tutankhamun are returning to America. The boy king's artifacts anchor a new museum tour of objects from ancient Egypt's ""golden age."""
2,"On world stage, no one else compares to Els","It was two years ago when Ernie Els explained how it was possible that Tiger Woods could be overtaken in the world rankings. Of course, at the time the South African "
1,"World digest","PATTANI, Thailand - Fresh violence erupted Thursday with the bombing of a bar in Thailand #39;s mostly Muslim south, while villagers held a mass burial for some of the 78 protesters who suffocated while in army custody this week."
3,"Host Marriott Quarterly Loss Narrows"," NEW YORK (Reuters) - Hotel owner Host Marriott Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HMT.N target=/stocks/quickinfo/fullquote""&gt;HMT.N&lt;/A&gt; on Wednesday said its third-quarter loss narrowed as  revenue per room rose, driven by an increase in room rates."
3,"Wild Oats sees 3Q, full-year losses","Shares plunge, company says to miss Wall Street forecasts as price cuts, expansion squeeze margins. NEW YORK (Reuters) - Wild Oats Markets Inc."
2,"Obsession; and Fury","Dennis Lillee is in little doubt. The India-Australia four-match Test series which begins at Bangalore tomorrow  quot;amounts to a world championship contest quot;."
1,"Thai Premier Creates Panel to Probe 84 Deaths in Southern State","Thailand #39;s Prime Minister Thaksin Shinawatra said he will set up an inquiry into the deaths of 84 people who suffocated after being taken to an army camp in the majority-Muslim southern province of Narathiwat."
4,"Aquarium School Gives Students 2nd Chance (AP)","AP - Instead of a traditional classroom setting, high school students participating in an alternative program at Mystic Aquarium and Institute for Exploration are getting a hands-on learning experience alongside beluga whales, seals and other marine life."
4,"Red Hat acquiring LDAP server from AOL's Netscape unit","Red Hat Inc. is adding Netscape Directory Server and Netscape Certificate Management System to its software arsenal through a \$25 million deal with America Online Inc."
3,"Sprint and Lucent sign 3G network agreement","Lucent Technologies and Sprint announced a contract renewal agreement - expected to exceed \$1.5 billion over three years - to enhance Sprint #39;s nationwide PCS wireless network and support the deployment of 3G CDMA2000 1xEV-DO technology."
3,"Enterprise Purchases Sustain PC Sales","The numbers suggest a long-expected slowdown in PC sales growth is taking hold, but also that at least modest growth is possible well into the future since businesses, from small firms to large "
2,"GRADING THE JETS","The stats were ugly: One offensive touchdown, 1-for-11 on third down, three sacks, fewer than 150 yards passing, and no consistency."
1,"Palestinian candidates shaping ballot","RAMALLAH, West Bank -- Palestinians began registering candidates yesterday for a presidential election to succeed Yasser Arafat, while officials warned that the vote may be delayed if Israel does not halt military activities."
2,"Bettman stands ground","Toronto Sun. Gary Bettman proved as elusive a target as Jean Chretien for Peter Mansbridge and a town hall crowd on The National last night during a segment devoted to hockey #39;s lockout."
3,"YUKOS Files for U.S. Bankruptcy (Reuters)","Reuters - Russian oil major YUKOS said on\Wednesday it had filed for bankruptcy protection in a U.S.\court and would seek an order from the court to halt the Dec.\19 sale by the Russian state of its main oil unit."
4,"Organic Search Engine Optimization for Large Sites","Organic Search Engine Optimization for Large Sites\\Commercial websites are getting larger. Driven by the rapid evolution of content management systems, shopping carts and e-biz facilitation, and by the increasing sophistication of Internet retailers, ""small"" business sites averaging 500 pages have become common.\\Some large sites are very well focused and present ..."
1,"Blasts Kill 35 Near Egypt-Israeli Border","EILAT, Israel - An explosion tore through a resort hotel in Egypt's Sinai Peninsula where Israelis were vacationing at the end of a Jewish holiday Thursday night, killing at least 35 people and wounding more than 160, officials said.    Israeli security officials said a car bomb caused the explosion, which was followed by two smaller blasts at other tourist sites in the Sinai..."
